Frequency,Attenuation,INFO1,INFO2
1271293643.64364,-34.4535203986831,,
1276298618.61862,-35.8446078638237,,
1281303593.59359,-35.8041003195228,,
1286308568.56857,-40.854290225364,,
1291313543.54354,-48.1018830342252,,
1296318518.51852,-44.4055135521493,,
1301323493.49349,-40.5235285063147,,
1306328468.46847,-37.6051742839657,,
1311333443.44344,-37.1210892068603,,
1316338418.41842,-36.6487833969539,,
1321343393.39339,-38.2815952895627,,
1326348368.36837,-39.036555680988,,
1331353343.34334,-39.9412014418948,,
1336358318.31832,-37.2196429082282,,
1341363293.29329,-36.6144651591511,,
1346368268.26827,-37.4550068411985,,
1351373243.24324,-35.9020600981062,,
1356378218.21821,-37.4350790254362,,
1361383193.19319,-38.2627753630336,,
1366388168.16816,-39.5079056283123,,
1371393143.14314,-41.0748617952189,,
1376398118.11811,-39.7669532759339,,
1381403093.09309,-38.2210211298106,,
1386408068.06806,-36.5066798708441,,
1391413043.04304,-37.8605523419684,,
1396418018.01801,-34.9022270209559,,
1401422992.99299,-33.3580026889159,,
1406427967.96796,-31.9595885335892,,
1411432942.94294,-31.901220340155,,
1416437917.91791,-32.8173029123871,,
1421442892.89289,-35.187726086604,,
1426447867.86786,-38.0048158723387,,
1431452842.84284,-41.6164690526654,,
1436457817.81781,-40.0476201922874,,
1441462792.79279,-37.7672147682919,,
1446467767.76776,-35.8806881980915,,
1451472742.74274,-36.1014182152047,,
1456477717.71771,-38.5525057237942,,
1461482692.69269,-40.0771947873188,,
1466487667.66766,-39.9944141453303,,
1471492642.64264,-39.1512154325458,,
1476497617.61761,-38.6031001698924,,
1481502592.59259,-40.1380825417647,,
1486507567.56756,-38.2754717564415,,
1491512542.54254,-37.2775031672402,,
1496517517.51751,-37.1631470513757,,
1501522492.49249,-38.3347849760097,,
1506527467.46746,-39.1392327159353,,
1511532442.44244,-39.0066154255988,,
1516537417.41741,-42.613344163281,,
1521542392.39239,-41.881881204498,,
1526547367.36736,-42.2866677121312,,
1531552342.34234,-41.9783304653541,,
1536557317.31731,-47.5035129032177,,
1541562292.29229,-47.7741263255575,,
1546567267.26726,-44.6468768519982,,
1551572242.24223,-44.1019689013896,,
1556577217.21721,-43.2242632692002,,
1561582192.19218,-39.3338039862979,,
1566587167.16716,-38.5792880366409,,
1571592142.14213,-41.4009769774899,,
1576597117.11711,-39.1417588585206,,
1581602092.09208,-38.0157310834015,,
1586607067.06706,-38.0577823654227,,
1591612042.04203,-36.4278076623405,,
1596617017.01701,-36.9472628888999,,
1601621991.99198,-36.7201314320046,,
1606626966.96696,-36.3773716999901,,
1611631941.94193,-36.949576744948,,
1616636916.91691,-37.3166469376156,,
1621641891.89188,-36.1131757672035,,
1626646866.86686,-36.3662908851657,,
1631651841.84183,-35.1151118011551,,
1636656816.81681,-34.1417823707693,,
1641661791.79178,-33.259876997274,,
1646666766.76676,-32.3923266236374,,
1651671741.74173,-31.4851288795542,,
1656676716.71671,-31.0224477053048,,
1661681691.69168,-30.2141979657938,,
1666686666.66666,-30.218066610644,,
1671691641.64163,-30.7878857756631,,
1676696616.61661,-31.9095163994093,,
1681701591.59158,-33.4262172989656,,
1686706566.56656,-31.3766204418155,,
1691711541.54153,-32.7712686673927,,
1696716516.51651,-31.5536874052449,,
1701721491.49148,-31.4789924361221,,
1706726466.46646,-31.0425128014062,,
1711731441.44143,-31.4446779932343,,
1716736416.41641,-34.7666125266779,,
1721741391.39138,-34.2932746967299,,
1726746366.36636,-36.0331942767453,,
1731751341.34133,-35.4040366180597,,
1736756316.31631,-35.4997027541866,,
1741761291.29128,-35.4292643913563,,
1746766266.26625,-35.097520768371,,
1751771241.24123,-36.7596808320297,,
1756776216.2162,-38.710759107054,,
1761781191.19118,-38.9181447756984,,
1766786166.16615,-38.0607110704888,,
1771791141.14113,-36.4369366246225,,
1776796116.1161,-36.9003328404336,,
1781801091.09108,-37.3931726168923,,
1786806066.06605,-38.0642772680776,,
1791811041.04103,-37.8577893617064,,
1796816016.016,-40.5041695486768,,
1801820990.99098,-40.379233781681,,
1806825965.96595,-42.2028183792609,,
1811830940.94093,-41.9226693320679,,
1816835915.9159,-42.3451828028307,,
1821840890.89088,-41.6865052545554,,
1826845865.86585,-41.6939999326147,,
1831850840.84083,-41.2229121264845,,
1836855815.8158,-40.1511289108435,,
1841860790.79078,-38.7065166508473,,
1846865765.76575,-40.3834980031258,,
1851870740.74073,-42.7829987614757,,
1856875715.7157,-43.039527767625,,
1861880690.69068,-42.6936596719344,,
1866885665.66565,-38.1110883232831,,
1871890640.64063,-36.3889844797928,,
1876895615.6156,-36.4296089037582,,
1881900590.59058,-34.9628665937823,,
1886905565.56555,-35.6657125745219,,
1891910540.54053,-37.1640448042217,,
1896915515.5155,-35.5866592718207,,
1901920490.49048,-34.7570390801651,,
1906925465.46545,-34.8908802299321,,
1911930440.44043,-32.9057882975113,,
1916935415.4154,-33.6904912057698,,
1921940390.39038,-31.8599523733458,,
1926945365.36535,-30.6773676912557,,
1931950340.34033,-30.8796490116276,,
1936955315.3153,-30.3660041309601,,
1941960290.29027,-30.3069374815597,,
1946965265.26525,-31.0700038743545,,
1951970240.24022,-30.8645255354598,,
1956975215.2152,-29.8363097661158,,
1961980190.19017,-29.6120985973624,,
1966985165.16515,-29.6026384162209,,
1971990140.14012,-29.6623146336289,,
1976995115.1151,-29.6314354012293,,
1982000090.09007,-30.9880704748429,,
1987005065.06505,-31.1000539228191,,
1992010040.04002,-31.8544138001489,,
1997015015.015,-32.3149864463539,,
2002019989.98997,-32.6213270834282,,
2007024964.96495,-31.5018985537635,,
2012029939.93992,-33.3880256230646,,
2017034914.9149,-33.3433890629271,,
2022039889.88987,-34.6260981264969,,
2027044864.86485,-34.0670679669432,,
2032049839.83982,-33.7884452182312,,
2037054814.8148,-34.2686838818007,,
2042059789.78977,-34.3429411717415,,
2047064764.76475,-35.1527139600045,,
2052069739.73972,-36.0832063823721,,
2057074714.7147,-37.8539168354785,,
2062079689.68967,-36.4310506774619,,
2067084664.66465,-37.4029147195599,,
2072089639.63962,-37.2031260327248,,
2077094614.6146,-37.7384789534685,,
2082099589.58957,-39.0197000603518,,
2087104564.56455,-47.0664471409411,,
2092109539.53952,-42.9669191359277,,
2097114514.5145,-40.3597777464191,,
2102119489.48947,-40.0734908427188,,
2107124464.46445,-37.2392368914035,,
2112129439.43942,-37.817058089707,,
2117134414.4144,-37.1785301938229,,
2122139389.38937,-38.4870339978987,,
2127144364.36435,-37.8361590666112,,
2132149339.33932,-38.7759046302878,,
2137154314.31429,-38.0723409357952,,
2142159289.28927,-40.0960130272122,,
2147164264.26424,-39.3442377533376,,
2152169239.23922,-42.3986853537152,,
2157174214.21419,-48.0130311272575,,
2162179189.18917,-49.2664639234533,,
2167184164.16414,-46.6184947043699,,
2172189139.13912,-40.1951984358608,,
2177194114.1141,-39.2334981919771,,
2182199089.08907,-37.8291921073861,,
2187204064.06405,-37.3583566949836,,
2192209039.03902,-36.6302287136381,,
2197214014.014,-37.2188004935281,,
2202218988.98897,-35.8731510684341,,
2207223963.96395,-34.1993869345436,,
2212228938.93892,-33.6732116042841,,
2217233913.9139,-33.6014346150122,,
2222238888.88887,-32.5043698165214,,
2227243863.86385,-33.3075828330195,,
2232248838.83882,-32.834453204772,,
2237253813.8138,-33.0456027342736,,
2242258788.78877,-31.6132516524092,,
2247263763.76375,-30.7901511142007,,
2252268738.73872,-30.5339022439316,,
2257273713.7137,-29.9824626963664,,
2262278688.68867,-29.5799032651441,,
2267283663.66365,-30.0022655980073,,
2272288638.63862,-30.8142191724566,,
2277293613.6136,-32.1520550398334,,
2282298588.58857,-31.5519825981913,,
2287303563.56355,-31.5172567368426,,
2292308538.53852,-31.4312859237129,,
2297313513.5135,-30.638778436938,,
2302318488.48847,-30.7299306019012,,
2307323463.46345,-29.0360768693836,,
2312328438.43842,-28.2302596601185,,
2317333413.4134,-28.3372921197312,,
2322338388.38837,-28.025364744559,,
2327343363.36335,-29.3909068999486,,
2332348338.33832,-30.8264241449465,,
2337353313.3133,-34.6774827361029,,
2342358288.28827,-37.3562212700374,,
2347363263.26325,-41.3158752455871,,
2352368238.23822,-39.1602785157352,,
2357373213.2132,-40.1413604857736,,
2362378188.18817,-37.360650919841,,
2367383163.16315,-37.5729209185122,,
2372388138.13812,-37.0845482667219,,
2377393113.1131,-37.3311465503754,,
2382398088.08807,-38.5644010767592,,
2387403063.06305,-38.1054692363023,,
2392408038.03802,-39.2672116370358,,
2397413013.013,-38.8544790370546,,
2402417987.98798,-39.2743820041228,,
2407422962.96295,-42.9067441851239,,
2412427937.93793,-41.5326166867436,,
2417432912.9129,-44.935258363226,,
2422437887.88788,-49.7686727424028,,
2427442862.86285,-41.5280947005154,,
2432447837.83783,-40.0404825589559,,
2437452812.8128,-40.1801030324471,,
2442457787.78778,-36.9228211608088,,
2447462762.76275,-37.053767604549,,
2452467737.73773,-37.4048590300563,,
2457472712.7127,-37.3785516906419,,
2462477687.68768,-37.5395684535471,,
2467482662.66265,-34.9621417938732,,
2472487637.63763,-33.4671313832666,,
2477492612.6126,-32.5133791267244,,
2482497587.58758,-31.2816817481629,,
2487502562.56255,-31.4506131450234,,
2492507537.53753,-31.2168177987742,,
2497512512.5125,-29.9715672292552,,
2502517487.48748,-30.1533386402637,,
2507522462.46245,-28.988680789508,,
2512527437.43743,-28.6867045461557,,
2517532412.4124,-28.5553357423668,,
2522537387.38738,-28.2165958975855,,
2527542362.36235,-28.7465538991168,,
2532547337.33733,-28.368727746795,,
2537552312.3123,-28.0201070718239,,
2542557287.28728,-27.4227984538216,,
2547562262.26225,-26.3597498009609,,
2552567237.23723,-26.7022039429555,,
2557572212.2122,-27.4132314561861,,
2562577187.18718,-27.7690026914298,,
2567582162.16215,-28.6029476119018,,
2572587137.13713,-29.5163735382761,,
2577592112.1121,-29.4874987058038,,
2582597087.08708,-28.916594985651,,
2587602062.06205,-28.8260556034823,,
2592607037.03703,-28.7471915087019,,
2597612012.012,-29.6131683788466,,
2602616986.98698,-30.7527401037712,,
2607621961.96195,-32.3264167162888,,
2612626936.93693,-33.2714122068496,,
2617631911.9119,-35.5773104353568,,
2622636886.88688,-35.6535967756682,,
2627641861.86186,-36.8723067839566,,
2632646836.83683,-37.7751198902248,,
2637651811.81181,-38.0375537444339,,
2642656786.78678,-37.9778000482624,,
2647661761.76176,-36.0456859638663,,
2652666736.73673,-37.956864079888,,
2657671711.71171,-38.0860857283905,,
2662676686.68668,-39.443737836149,,
2667681661.66166,-40.1032961155474,,
2672686636.63663,-40.2526930858761,,
2677691611.61161,-41.6989076981184,,
2682696586.58658,-40.6310531586469,,
2687701561.56156,-43.3018510004967,,
2692706536.53653,-45.6610072118782,,
2697711511.51151,-44.8503187292509,,
2702716486.48648,-41.4444404625465,,
2707721461.46146,-45.0033618398909,,
2712726436.43643,-44.1233281499484,,
2717731411.41141,-42.6000292721149,,
2722736386.38638,-42.5306628187936,,
2727741361.36136,-43.7993665797002,,
2732746336.33633,-43.2709410088151,,
2737751311.31131,-42.1677000827471,,
2742756286.28628,-44.4038289538323,,
2747761261.26126,-59.5014896301601,,
2752766236.23623,-50.8659964007445,,
2757771211.21121,-65.6120616396381,,
2762776186.18618,-47.048815812916,,
2767781161.16116,-40.1114567108522,,
2772786136.13613,-35.7263541162165,,
2777791111.11111,-34.9163524700585,,
2782796086.08608,-34.5147202636577,,
2787801061.06106,-34.7639399192285,,
2792806036.03603,-35.1947086579331,,
2797811011.01101,-37.3605427716367,,
2802815985.98598,-36.5014014001104,,
2807820960.96096,-35.6894212238649,,
2812825935.93593,-33.7447337667167,,
2817830910.91091,-32.7842989546817,,
2822835885.88588,-32.1868921412114,,
2827840860.86086,-31.9392094251736,,
2832845835.83583,-31.1520459125068,,
2837850810.81081,-30.6697457367214,,
2842855785.78578,-31.4721830398158,,
2847860760.76076,-30.6623784483814,,
2852865735.73573,-31.5656952035148,,
2857870710.71071,-32.9888883661551,,
2862875685.68569,-33.5383603074616,,
2867880660.66066,-32.8374288686351,,
2872885635.63564,-31.8968912287716,,
2877890610.61061,-33.0305023249157,,
2882895585.58559,-33.2610482216758,,
2887900560.56056,-34.1669511401386,,
2892905535.53554,-33.3228200723688,,
2897910510.51051,-34.3161641235856,,
2902915485.48549,-33.6606499876764,,
2907920460.46046,-33.2695831305384,,
2912925435.43544,-32.8601822268243,,
2917930410.41041,-32.2540643408659,,
2922935385.38539,-32.3285383629955,,
2927940360.36036,-32.0506111101289,,
2932945335.33534,-31.3080046822099,,
2937950310.31031,-30.5106872619635,,
2942955285.28529,-30.2648114822451,,
2947960260.26026,-29.7734037711104,,
2952965235.23524,-30.1329503430677,,
2957970210.21021,-29.0390410863676,,
2962975185.18519,-28.6489321475746,,
2967980160.16016,-29.3368021105676,,
2972985135.13514,-29.8294415545759,,
2977990110.11011,-30.7447436607633,,
2982995085.08509,-32.594113398495,,
2988000060.06006,-32.922248743007,,
2993005035.03504,-34.4635246708562,,
2998010010.01001,-35.7753102280215,,
3003014984.98499,-37.4290653611077,,
3008019959.95996,-37.4003576161823,,
3013024934.93494,-40.8984873522097,,
3018029909.90991,-39.7438207659937,,
3023034884.88489,-41.9898888305326,,
3028039859.85986,-40.1765291254562,,
3033044834.83484,-46.895390448753,,
3038049809.80981,-44.2856230224993,,
3043054784.78479,-60.5278331761159,,
3048059759.75976,-51.336696536601,,
3053064734.73474,-48.7273677178555,,
3058069709.70971,-47.2218447839793,,
3063074684.68469,-43.2088381114517,,
3068079659.65966,-40.8661290501268,,
3073084634.63464,-40.7254691190697,,
3078089609.60961,-38.3918890578024,,
3083094584.58459,-36.9839052907338,,
3088099559.55957,-34.7449637793292,,
3093104534.53454,-33.7056774365242,,
3098109509.50952,-33.3563221499913,,
3103114484.48449,-32.1695816627389,,
3108119459.45947,-32.1256331489234,,
3113124434.43444,-31.6174083158235,,
3118129409.40942,-30.4874436452659,,
3123134384.38439,-29.2781464941337,,
3128139359.35937,-28.4274971546398,,
3133144334.33434,-27.606002141849,,
3138149309.30932,-27.8532368539414,,
3143154284.28429,-27.6390852861492,,
3148159259.25927,-28.1132305800302,,
3153164234.23424,-29.2180234669478,,
3158169209.20922,-29.9693083011406,,
3163174184.18419,-30.0288483150889,,
3168179159.15917,-29.9332929614354,,
3173184134.13414,-29.9039668149954,,
3178189109.10912,-29.4388151811251,,
3183194084.08409,-30.8656147197649,,
3188199059.05907,-30.6087880452281,,
3193204034.03404,-31.7053420655738,,
3198209009.00902,-32.2923658327927,,
3203213983.98399,-32.6886662459635,,
3208218958.95897,-32.270677917915,,
3213223933.93394,-33.1696635122743,,
3218228908.90892,-32.7235219457045,,
3223233883.88389,-32.9465035090641,,
3228238858.85887,-33.1939948414255,,
3233243833.83384,-33.7753474943487,,
3238248808.80882,-33.7936802542454,,
3243253783.78379,-34.9302983531984,,
3248258758.75877,-34.6186759424927,,
3253263733.73374,-37.7969483090455,,
3258268708.70872,-36.071068003593,,
3263273683.68369,-36.8668928790834,,
3268278658.65867,-40.1776145808988,,
3273283633.63364,-39.7711660429977,,
3278288608.60862,-39.6861985428946,,
3283293583.58359,-41.202965538499,,
3288298558.55857,-40.5468868202749,,
3293303533.53354,-40.3012067368194,,
3298308508.50852,-41.1138020759752,,
3303313483.48349,-41.0133454194562,,
3308318458.45847,-39.8875331969331,,
3313323433.43344,-41.0291828521095,,
3318328408.40842,-44.4287468068436,,
3323333383.3834,-40.5788010537802,,
3328338358.35837,-41.3773566077748,,
3333343333.33335,-40.8780419450772,,
3338348308.30832,-40.8842334243138,,
3343353283.2833,-39.568250147464,,
3348358258.25827,-38.9800523060782,,
3353363233.23325,-43.0776131710986,,
3358368208.20822,-47.108478390785,,
3363373183.1832,-50.733357193024,,
3368378158.15817,-53.5049452176979,,
3373383133.13315,-47.3259043430058,,
3378388108.10812,-44.9643274158259,,
3383393083.0831,-42.8188501979602,,
3388398058.05807,-44.2669151633024,,
3393403033.03305,-43.8797124125579,,
3398408008.00802,-45.2861867238254,,
3403412982.983,-43.2296356715543,,
3408417957.95797,-42.0072143597452,,
3413422932.93295,-42.7701319385779,,
3418427907.90792,-39.5625406452786,,
3423432882.8829,-39.3725681955929,,
3428437857.85787,-35.7697016775055,,
3433442832.83285,-34.309508586842,,
3438447807.80782,-33.4143982140866,,
3443452782.7828,-32.3821047341971,,
3448457757.75777,-32.4695131562473,,
3453462732.73275,-32.2988205368647,,
3458467707.70772,-32.1701934222449,,
3463472682.6827,-33.6282567366162,,
3468477657.65767,-32.6774033267792,,
3473482632.63265,-34.0530227988422,,
3478487607.60762,-33.2700528038961,,
3483492582.5826,-34.1088910958525,,
3488497557.55757,-33.7370304457152,,
3493502532.53255,-33.2391439985007,,
3498507507.50752,-34.5159003321595,,
3503512482.4825,-34.7037871738948,,
3508517457.45747,-36.0782318931133,,
3513522432.43245,-34.785152097625,,
3518527407.40742,-34.0392968920833,,
3523532382.3824,-35.0782374634254,,
3528537357.35737,-36.1311269027905,,
3533542332.33235,-36.7042570008746,,
3538547307.30732,-35.2114361252809,,
3543552282.2823,-37.4944187257845,,
3548557257.25728,-39.9510857169995,,
3553562232.23225,-41.5011336825543,,
3558567207.20723,-42.4125574484843,,
3563572182.1822,-40.5190631314856,,
3568577157.15718,-38.8738882498705,,
3573582132.13215,-37.0157788377098,,
3578587107.10713,-36.0766355957737,,
3583592082.0821,-37.3591181761315,,
3588597057.05708,-38.6359088795775,,
3593602032.03205,-36.9384391189621,,
3598607007.00703,-42.3973051119872,,
3603611981.982,-40.6575340207954,,
3608616956.95698,-40.7223239649037,,
3613621931.93195,-37.3077871811198,,
3618626906.90693,-39.9287286415897,,
3623631881.8819,-34.7656308784903,,
3628636856.85688,-34.5141003355567,,
3633641831.83185,-33.0813944609933,,
3638646806.80683,-32.8088165457959,,
3643651781.7818,-31.1240893014814,,
3648656756.75678,-30.7966921477924,,
3653661731.73175,-31.0950009260811,,
3658666706.70673,-30.6091097384663,,
3663671681.6817,-31.8046040864938,,
3668676656.65668,-33.2537161671178,,
3673681631.63165,-34.6227082829806,,
3678686606.60663,-33.9897787946522,,
